id,quizId,questionText,correctAnswer,marks,explanation,difficulty,options
cmpxst9yf000ls5wkqk325vp7,cmpxst9yc0009s5wkjkuz0ltv,"On a long, scrolling legal privacy policy document, a ""Sticky Header"" guarantees access to global navigation but consumes 15% of the mobile viewport. What pattern resolves this tension between wayfinding and reading ergonomics?",C,1,"This pattern intelligently reacts to user intent, providing maximum reading space when progressing, but instantly providing wayfinding tools the moment the user signals they want to navigate elsewhere.",Easy,"{""A standard static header that disappears when the user scrolls down."",""A \""Scrollspy\"" header that only shows the current section name, not the navigation links."",""A \""Smart\"" or \""Hide-on-Scroll\"" sticky header that retracts when the user scrolls down (reading intent) and reappears the moment they scroll up (navigational intent)."",""Moving all navigation to the footer.""}"
cmpxst9yf000ms5wkm2qt5kg7,cmpxst9yc0009s5wkjkuz0ltv,"A designer replaces standard text labels in a smart home control panel with abstract, minimalist glyphs to achieve a ""cleaner aesthetic."" Interaction times immediately increase. What signposting principle was violated?",B,1,"Unless an icon is a universal idiom (e.g., magnifying glass for search), it requires a text label. Sacrificing clarity for aesthetics creates friction, forcing users to guess the destination.",Easy,"{""The icons were likely skeuomorphic, which alienated younger users."",""The designer relied on \""Mystery Meat Navigation,\"" assuming users would expend cognitive effort to decode non-standard icons without text labels."",""The icons violated the F-Pattern layout."",""The icons created a false bottom on the screen.""}"
cmpxst9yf000ns5wkc7foucrz,cmpxst9yc0009s5wkjkuz0ltv,"In a complex government visa application flow, the user reaches Step 3 (Payment) and realizes they need to change their Passport Number (Step 1). The interface only offers ""Submit"" and ""Cancel"" buttons. The absence of which specific pattern caused this trap?",C,1,Sequential flows (wizards) must provide an escape hatch. A clickable stepper not only shows progress but acts as navigational signposting to safely return to previous states.,Easy,"{""Contextual Inlays"",""Location Breadcrumbs"",""Wizard Step Indicator (Stepper) with backward navigation capability"",""A Fat Footer""}"
cmpxst9yg000os5wkcykij3sc,cmpxst9yc0009s5wkjkuz0ltv,"A social media application features a critical ""Delete Account"" button. To keep the profile page clean, the designer places it inside the global navigation dropdown header. Why is this a dangerous wayfinding anti-pattern?",A,1,Placing a specific destructive action in a global menu divorces the action from its object. The button must be contextually located near the profile settings it affects.,Easy,"{""It violates the principle of Proximity; destructive actions must be placed directly next to the item they affect (contextual navigation) so the user knows exactly what is being deleted."",""Global navigation should only use OR logic, not AND logic."",""C) It makes the button too large on mobile devices."",""B) Global navigation should only use OR logic, not AND logic.""}"
cmpxst9yg000ps5wks2z7m1dx,cmpxst9yc0009s5wkjkuz0ltv,"When designing ""Contextual Navigation"" (e.g., ""Wines that pair well with this recipe""), what is the fundamental difference in its wayfinding purpose compared to ""Global Navigation""?",C,1,"Global nav says ""Here is everything we offer."" Contextual nav says ""Based on what you are looking at right now, you might also care about this.""

2.3 Layout of Page Element",Easy,"{""Contextual navigation is fixed and identical on every page; global navigation changes dynamically."",""Contextual navigation promotes vertical movement up the site hierarchy; global navigation promotes lateral movement."",""Contextual navigation supports serendipitous, lateral exploration based on the user's current specific focus; global navigation provides consistent, structural anchoring."",""Contextual navigation is only required for accessibility compliance.""}"
cmpxst9yg000qs5wk8gtangpq,cmpxst9yc0009s5wkjkuz0ltv,"A mobile crypto wallet requires the user to input a long transfer address. Ergonomics (Fitts's Law / Thumb Zone) suggests placing the ""Send"" button at the bottom. However, the onscreen keyboard pushes the button out of the viewport. What is the optimal layout tradeoff?",C,1,Anchoring the primary action above the keyboard satisfies visibility (preventing a false bottom) and ergonomics (keeping it in the primary touch target zone). Auto-submit (D) is highly dangerous for financial actions.,Easy,"{""Place the \""Send\"" button at the top-right of the screen, forcing the user to reach for it."",""Keep the button at the bottom and require the user to explicitly dismiss the keyboard before they can see or tap it."",""Anchor the \""Send\"" button to the top edge of the onscreen keyboard, so it remains visible and within the thumb zone while the user is typing."",""Automatically send the funds the moment a valid address length is reached, removing the need for a button.""}"
cmpxst9yg000rs5wkxk0qarwx,cmpxst9yc0009s5wkjkuz0ltv,"A hospital triage dashboard utilizes a 12-column grid. The designer creates three status cards: Patient A (5 cols), Patient B (4 cols), Patient C (3 cols). The head nurse complains that Patient A looks like the most critical priority, even though all three are stable. What is the layout failure?",B,1,"Size equals weight. If elements are functionally equal in hierarchy, they must be structurally equal in the grid (e.g., 4 cols - 4 cols - 4 cols).",Easy,"{""The designer failed to use the Golden Ratio within the cards."",""The designer ignored Visual Hierarchy; in grid systems, spatial width inherently communicates importance. Asymmetrical columns imply unequal value."",""The designer used micro-whitespace instead of macro-whitespace."",""The designer creates three status cards: Patient A (5 cols), Patient B (4 cols), Patient C (3 cols). The head nurse complains that Patient A looks like the most critical priority, even though all three are stable. What is the layout failure?""}"
cmpxst9yg000ss5wk5szi01ar,cmpxst9yc0009s5wkjkuz0ltv,"A B2B SaaS pricing page optimized for western readers has a strong ""Upgrade Now"" button placed in the bottom-left corner of the tier description block. Heatmaps show users are reading the features but missing the button. According to the Gutenberg Diagram, why is this placement failing?",C,1,The Gutenberg Diagram maps reading gravity. The bottom-left is a blind spot (Weak Fallow) during a sweeping scan. CTAs belong in the Terminal Area (bottom-right) or centered below the content.,Easy,"{""The bottom-left is the \""Primary Optical Area,\"" which users scan too quickly."",""The bottom-left is the \""Strong Fallow Area,\"" which users completely ignore."",""The bottom-left is the \""Weak Fallow Area\""; the eye naturally sweeps from top-left to bottom-right, expecting the concluding action in the \""Terminal Area\"" (bottom-right)."",""The layout is forcing a Z-Pattern instead of an F-Pattern.""}"
cmpxst9yg000ts5wkfffi1txh,cmpxst9yc0009s5wkjkuz0ltv,"A designer wants to group related form fields (e.g., Vehicle Info vs Driver Info) on an insurance quote without adding visual clutter. Principle A suggests using subtle border lines. Principle B (Gestalt) suggests a different approach. What is the most cognitively efficient layout technique?",B,1,Whitespace is an active design element. Using the Gestalt principle of Proximity organizes content without adding the cognitive load and visual noise of explicit borders or background colors.,Easy,"{""Use alternating background colors (zebra striping) for each form field."",""Use Macro-whitespace (proximity) to group related fields closely together, with larger gaps between unrelated sections."",""Place a heavy 2px black border around related groups."",""B) Use Macro-whitespace (proximity) to group related fields closely together, with larger gaps between unrelated sections.""}"
cmpxst9yg000ys5wk9knvx8ks,cmpxst9yc0009s5wkjkuz0ltv,"A mobile travel app displays a flight arrival board. The designer must show: Airline Logo, Flight #, Origin, Time, Gate, and Status. A horizontal data table will not fit. What is the optimal list arrangement pattern?",B,1,"Fat rows solve mobile density problems by utilizing vertical space within a single list item, allowing complex data arrays to be scanned without horizontal scrolling or hidden accordions.",Easy,"{""A Thumbnail Grid, prioritizing the Airline's logo."",""A \""Fat Row\"" (Multi-line list) where the 6 data points are stacked vertically and hierarchically within a single, distinct horizontal row per flight."",""A Fisheye List that magnifies text on tap."",""The designer must show: Airline Logo, Flight #, Origin, Time, Gate, and Status. A horizontal data table will not fit. What is the optimal list arrangement pattern?""}"
cmpxst9yg000zs5wkf989scbj,cmpxst9yc0009s5wkjkuz0ltv,You are designing a global logistics tracking table with 25 columns. Users must compare the Container ID in Column 2 with the Destination Port in Column 22. What specific list pattern is required to prevent extreme cognitive load and physical tracking errors?,A,1,"Without a pinned primary column, scrolling to Column 22 removes context. Zebra striping ensures the eye doesn't slip to the wrong row while tracking horizontally across that wide gap.",Easy,"{""Zebra striping combined with a Sticky Left Column (pinned column), allowing horizontal scroll while keeping the primary identifier visible."",""An Infinite Area layout that allows panning in all directions."",""Converting the table into a massive Carousel."",""Forcing the user to download the data as a CSV.""}"
cmpxst9yg0010s5wks6ps83d1,cmpxst9yc0009s5wkjkuz0ltv,"A mobile productivity app uses a standard vertical list view for daily habits. To mark a habit complete, users must tap the habit, open it, tap the menu, and tap 'Complete' (4 interactions). How can list arrangement be altered to reduce this to 1 interaction while preserving screen space?",B,1,Swipe-to-reveal is the optimal mobile list tradeoff. It maintains high data density (clean rows) while providing instant access to contextual tools via native touch gestures.,Easy,"{""Add a permanent checkbox and a \""Delete\"" button to every single row, cutting the row text space in half."",""Implement a Swipe-to-Reveal pattern, hiding contextual actions (Complete, Skip) behind a horizontal gesture on the list item itself."",""Use an overlay edit mode triggered by a long-press."",""Change the list to a grid view.""}"
cmpxst9yg0011s5wk65m83vwu,cmpxst9yc0009s5wkjkuz0ltv,"An alphabetical index scrubber (A-Z bar on the right side) is highly efficient for a Contacts app. Why is applying this exact same list pattern to a ""Recent Price Alerts"" list in a stock market app a critical design failure?",B,1,UI patterns are not universally transferable. An A-Z index fails completely if the user's mental model for retrieving the data relies on Time (recency) rather than a specific known Name.,Easy,"{""Scrubber bars violate mobile accessibility touch target guidelines."",""The pattern requires the data to be natively sorted alphabetically AND the user to know the exact string they are looking for. Alerts are time-series data; sorting them alphabetically destroys their contextual meaning."",""Scrubber bars only work on desktop, not mobile."",""It creates visual noise that distracts from the alert icons.""}"
cmpxst9yh0012s5wkcmrcgcva,cmpxst9yc0009s5wkjkuz0ltv,"A streaming platform has a ""Watchlist"" tab. When a new user clicks it, they see a beautifully designed, minimalist, entirely blank dark screen. What list pattern opportunity has been missed, and what is the UX cost?",A,1,"Blank slates are prime real estate. A completely blank screen provides no wayfinding. An effective empty state explains the feature, shows its value, and provides a direct Call-to-Action to add a movie or show.",Easy,"{""The missing pattern is an \""Empty State\"" (Blank Slate); the cost is a missed onboarding opportunity, leaving the user confused about how the feature works or how to populate it."",""When a new user clicks it, they see a beautifully designed, minimalist, entirely blank dark screen. What list pattern opportunity has been missed, and what is the UX cost?"",""The missing pattern is Pagination; the cost is infinite scrolling of nothing."",""The missing pattern is Zebra Striping; the cost is poor aesthetics.""}"
cmpxst9yh0013s5wk7cchaml4,cmpxst9yc0009s5wkjkuz0ltv,"Scenario: A doctor must select one diagnosis from a dropdown list of 300 medical ICD-10 codes. Principle A says ""Show all options so the user can browse."" Principle B says ""Minimize scrolling and interaction cost."" What is the best pattern to resolve this tension?",C,1,"For massive lists, manual scrolling is too high an interaction cost. Typeahead bridges the gap between searching and browsing, drastically reducing time-to-completion for both expert and novice users.",Easy,"{""A standard native dropdown menu, allowing fast scrolling."",""A segmented control displaying all 300 options as buttons."",""A Typeahead/Autocomplete combobox; it allows users who know the code to filter instantly, while still allowing browsing if they type partial string descriptions."",""A multi-page wizard, breaking the 300 codes into alphabetical pages.""}"
